Anzahl BA;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
1250955;57766;16667;11714;7440;29975;53738;75135;80263;67045;55721;73901;91111;93733;94795;99623;101295;123788;71603;34296;11346;0.0462;0.0133;0.0094;0.0059;0.024;0.043;0.0601;0.0642;0.0536;0.0445;0.0591;0.0728;0.0749;0.0758;0.0796;0.081;0.099;0.0572;0.0274;0.0091
