AnzahlHAges;VwdMwGes;stdVwdGes;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
18406551;6.2282;8.1262;947239;332307;227352;258201;443166;514548;724228;773951;661709;590616;849111;1138266;1265678;1346192;1417879;1555349;2161599;1598398;1058446;542316;0.0515;0.0181;0.0124;0.014;0.0241;0.028;0.0393;0.042;0.0359;0.0321;0.0461;0.0618;0.0688;0.0731;0.077;0.0845;0.1174;0.0868;0.0575;0.0295
