AnzahlBAges;VwdMwGes;stdVwdGes;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
535055;3.6842;3.499;41313;8297;6783;4665;15840;26033;35058;36556;28469;22417;28527;34663;35107;35385;37299;38165;48978;29872;15733;5895;0.0772;0.0155;0.0127;0.0087;0.0296;0.0487;0.0655;0.0683;0.0532;0.0419;0.0533;0.0648;0.0656;0.0661;0.0697;0.0713;0.0915;0.0558;0.0294;0.011
