Anzahl HA;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
57273835;1894162;449047;354048;409055;770030;1014237;1532123;1740239;1646848;1685935;2683938;3853416;4556611;5054266;5409045;5930594;8032604;5582701;3281259;1393677;0.0331;0.0078;0.0062;0.0071;0.0134;0.0177;0.0268;0.0304;0.0288;0.0294;0.0469;0.0673;0.0796;0.0882;0.0944;0.1035;0.1402;0.0975;0.0573;0.0243
