Anzahl HA;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
58769411;1942202;457909;359132;414410;754454;1002353;1516402;1774132;1684095;1646905;2583332;3861575;4693003;5188072;5689074;5759170;8251576;6152000;3485619;1553996;0.033;0.0078;0.0061;0.0071;0.0128;0.0171;0.0258;0.0302;0.0287;0.028;0.044;0.0657;0.0799;0.0883;0.0968;0.098;0.1404;0.1047;0.0593;0.0264
