AnzahlBAges;VwdMwGes;stdVwdGes;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
497768;3.5803;3.451;36368;7502;5933;4105;13591;22733;32278;33524;26409;20824;26403;32690;34521;33993;35520;34777;46138;30288;14672;5499;0.0731;0.0151;0.0119;0.0082;0.0273;0.0457;0.0648;0.0673;0.0531;0.0418;0.053;0.0657;0.0694;0.0683;0.0714;0.0699;0.0927;0.0608;0.0295;0.011
