AnzahlHAges;VwdMwGes;stdVwdGes;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
18384768;6.1758;8.111;957472;326782;220069;253714;417984;488726;697382;770726;665374;568427;803371;1121666;1284434;1357865;1459779;1478641;2162577;1706722;1073250;569807;0.0521;0.0178;0.012;0.0138;0.0227;0.0266;0.0379;0.0419;0.0362;0.0309;0.0437;0.061;0.0699;0.0739;0.0794;0.0804;0.1176;0.0928;0.0584;0.031
