AnzahlBAges;VwdMwGes;stdVwdGes;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
570244;3.7892;3.6068;44592;9059;7850;5826;17847;28274;38422;39030;29410;24663;31755;36975;35913;36947;35985;43750;50365;30375;16877;6329;0.0782;0.0159;0.0138;0.0102;0.0313;0.0496;0.0674;0.0684;0.0516;0.0432;0.0557;0.0648;0.063;0.0648;0.0631;0.0767;0.0883;0.0533;0.0296;0.0111
