Anzahl HA;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
54123478;1757485;428780;343874;410745;741353;993891;1447590;1650944;1527150;1686111;2700681;3742063;4306449;4828640;4851817;6283784;7478844;4922571;2879490;1141216;0.0325;0.0079;0.0064;0.0076;0.0137;0.0184;0.0267;0.0305;0.0282;0.0312;0.0499;0.0691;0.0796;0.0892;0.0896;0.1161;0.1382;0.091;0.0532;0.0211
