AnzahlHAges;VwdMwGes;stdVwdGes;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
18073956;6.3223;8.1874;885201;330542;221187;262878;433667;510865;692565;740316;624038;599163;868843;1124664;1225468;1321132;1311435;1710001;2120270;1520921;1045503;525297;0.049;0.0183;0.0122;0.0145;0.024;0.0283;0.0383;0.041;0.0345;0.0332;0.0481;0.0622;0.0678;0.0731;0.0726;0.0946;0.1173;0.0841;0.0578;0.0291
