Anzahl BA;Summe00J;Summe0105J;Summe0510J;Summe1015J;Summe1520J;Summe2025J;Summe2530J;Summe3035J;Summe3540J;Summe4045J;Summe4550J;Summe5055J;Summe5560J;Summe6065J;Summe6570J;Summe7075J;Summe7580J;Summe8085J;Summe8590J;Summe90ffJ;Ant00Jges;Ant0105Jges;Ant0510Jges;Ant1015Jges;Ant1520Jges;Ant2025Jges;Ant2530Jges;Ant3035Jges;Ant3540Jges;Ant4045Jges;Ant4550Jges;Ant5055Jges;Ant5560Jges;Ant6065Jges;Ant6570Jges;Ant7075Jges;Ant7580Jges;Ant8085Jges;Ant8590Jges;Ant90ffJges
1290093;61662;17589;13288;8896;32597;56169;80291;83979;66464;60074;79936;95677;93873;97215;93120;112468;122982;68879;34345;10589;0.0478;0.0136;0.0103;0.0069;0.0253;0.0435;0.0622;0.0651;0.0515;0.0466;0.062;0.0742;0.0728;0.0754;0.0722;0.0872;0.0953;0.0534;0.0266;0.0082
